CODE,NAME
F18.3,"Абстинентное состояние, вызванное употреблением летучих растворителей"
F19.3,"Абстинентное состояние, вызванное одновременным употреблением нескольких наркотических средств и использованием других психоактивных веществ"
F10.4,"Абстинентное состояние с делирием, вызванное"
F11.4,"Абстинентное состояние с делирием, вызванное"
F12.4,"Абстинентное состояние с делирием, вызванное"
F13.4,"Абстинентное состояние с делирием, вызванное"
F14.4,"Абстинентное состояние с делирием, вызванное"
F15.4,"Абстинентное состояние с делирием, вызванное"
F16.4,"Абстинентное состояние с делирием, вызванное"
F18.4,"Абстинентное состояние с делирием, вызванное"
F19.4,"Абстинентное состояние с делирием, вызванное"
F20,Шизофрения
F30.1,Мания без психотических симптомов
F31.3,"Биполярное аффективное расстройство, текущий эпизод легкой или умеренной депрессии"
F32.1,Депрессивный эпизод средней степени
F33.1,"Рекуррентное депрессивное расстройство, текущий эпизод средней степени"
F31.4,"Биполярное аффективное расстройство, текущий эпизод тяжелой депрессии без психотических симптомов"
F32.2,Депрессивный эпизод тяжелой степени без психотических симптомов
F33.2,"Рекуррентное депрессивное расстройство, текущий эпизод тяжелой степени без психотических симптомов"
F40.0,Агорафобия
F60,Специфические расстройства личности
F84.0,Детский аутизм
F84.1,Атипичный аутизм
F84.2,Синдром Ретта
F84.3,Другое дезинтегративное расстройство детского возраста
G06,Внутричерепной и внутрипозвоночный абсцесс и гранулема
G07,"Внутричерепной и внутрипозвоночный абсцесс и гранулема при болезнях, классифицированных в других рубриках"
G24.0,"Дистония, вызванная лекарственными средствами"
G24.1,Идиопатическая семейная дистония
G24.2,Идиопатическая несемейная дистония
G24.3,Спастическая кривошея
G24.4,Идиопатическая рото-лицевая дистония
G24.5,Блефароспазм
G24.8,Прочие дистонии
G24.9,Дистония неуточненная
G25.0,Эссенциальный тремор
G25.1,"Тремор, вызванный лекарственным средством"
G25.2,Другие уточненные формы тремора
G25.3,Миоклонус
G25.4,"Хорея, вызванная лекарственным средством"
G25.5,Другие виды хореи
G25.6,"Тики, вызванные лекарственными средствами, и другие тики органического происхождения"
G25.8,Другие уточненные экстрапирамидные и двигательные нарушения
G25.9,Экстрапирамидное и двигательное расстройство неуточненное
G26,"Экстрапирамидные и двигательные нарушения при болезнях, классифицированных в других рубриках"
G35,Рассеянный склероз
G36,Другая форма острой диссеминированной
G36.1,Острый и подострый геморрагический
G36.8,Другая уточненная форма острой
G40.0,Локализованная (фокальная) (парциальная) идиопатическая эпилепсия и эпилептические синдромы с судорожными припадками с фокальным началом
G40.1,Локализованная (фокальная) (парциальная) симптоматическая эпилепсия и эпилептические синдромы с простыми парциальными припадками
G40.2,Локализованная (фокальная) (парциальная) симптоматическая эпилепсия и эпилептические синдромы с комплексными парциальными судорожными припадками
G40.3,Генерализованная идиопатическая эпилепсия и эпилептические синдромы
G40.4,Другие виды генерализованной эпилепсии и эпилептических синдромов
G40.5,Особые эпилептические синдромы
G40.6,Припадки grand mal неуточненные (с малыми припадками [petit mal] или без них)
G40.7,Малые припадки [petit mal] неуточненные без припадков grand mal
G40.8,Другие уточненные формы эпилепсии
G40.9,Эпилепсия неуточненная
G43.0,Мигрень без ауры [простая мигрень]
G43.1,Мигрень с аурой [классическая мигрень]
G43.2,Мигренозный статус
G43.3,Осложненная мигрень
G43.8,Другая мигрень
G43.9,Мигрень неуточненная
G45,Преходящие транзиторные церебральные
G50.0,Невралгия тройничного нерва
G51.3,Клонический гемифациальный спазм
G53.8,Другие поражения черепных нервов при
G54.0,Поражения нервных корешков и сплетений
G56.0,Синдром запястного канала
G57.0,Поражение седалищного нерва
T14.4,Травма нерва (нервов) неуточненной области
T90.3,Последствие травмы черепных нервов
T91,Последствия травм шеи и туловища
T92,Последствия травм верхней конечности
T93,Последствия травм нижней конечности
G51.0,Паралич Белла
G51.8,Другие поражения лицевого нерва
G51.9,Поражение лицевого нерва неуточненное
G56,Мононевропатии верхней конечности
G57,Мононевропатии нижней конечности
G60.0,Наследственная моторная и сенсорная невропатия
G60.1,Болезнь Рефсума
G60.2,Невропатия в сочетании с наследственной
G60.3,Идиопатическая прогрессирующая невропатия
G60.8,Другие наследственные и идиопатические
G60.9,Наследственная и идиопатическая невропатия
G61.8,Другие воспалительные полиневропатии
G61.9,Воспалительная полиневропатия
G63.5,Полиневропатия при системных поражениях
G70.0,Myasthenia gravis [тяжелая миастения]
G71.3,"Митохондриальная миопатия, не классифицированная в других рубриках"
H49.8,Другие паралитические косоглазия
G80.0,Спастический церебральный паралич
G80.1,Спастическая диплегия
G80.2,Детская гемиплегия
G80.3,Дискинетический церебральный паралич
G80.4,Атаксический церебральный паралич
G80.8,Другой вид детского церебрального паралича
G91.0,Сообщающаяся гидроцефалия
G91.1,Обструктивная гидроцефалия
G91.2,Гидроцефалия нормального давления
G91.3,Посттравматическая гидроцефалия неуточненная
G91.8,Другие виды гидроцефалии
G91.9,Гидроцефалия неуточненная
A21.3,0.005
H06.2,Экзофтальм при нарушении функции
H26.2,Осложненная катаракта
H40.0,Подозрение на глаукому
H40.1,Первичная открытоугольная глаукома
H40.2,Первичная закрытоугольная глаукома
H40.3,Глаукома вторичная посттравматическая
H40.4,Глаукома вторичная вследствие воспалительного заболевания глаза
H40.5,Глаукома вторичная вследствие других болезней глаз
H40.6,"Глаукома вторичная, вызванная приемом лекарственных средств"
H40.8,Другая глаукома
H40.9,Глаукома неуточненная
H42.0,"Глаукома при болезнях эндокринной системы, расстройствах питания и нарушениях обмена веществ"
Q15.0,Врожденная глаукома
H34.1,Центральная ретинальная артериальная
H34.2,Другие ретинальные артериальные
H35.1,Преретинопатия
H35.2,Другая пролиферативная ретинопатия
H35.3,Дегенерация макулы и заднего полюса
S05.5,Проникающая рана глазного яблока с инородным телом
T15,Инородное тело в наружной части глаза
H44.0,Гнойный эндофтальмит
H44.1,Другие эндофтальмиты
H44.6,Неудаленное (давно попавшее в глаз) магнитное инородное тело
H44.7,Неудаленное (давно попавшее в глаз) немагнитное инородное тело
S05.4,Проникающая рана глазницы с наличием инородного тела или без него
H25,Старческая катаракта
H80.0,"Отосклероз, вовлекающий овальное окно, необлитерирующий"
H80.1,"Отосклероз, вовлекающий овальное окно, облитерирующий"
H80.2,Кохлеарный отосклероз
H80.8,Другие формы отосклероза
H80.9,Отосклероз неуточненный
Н90.3,Нейросенсорная потеря слуха двусторонняя
I26,Легочная эмболия
I26.0,Легочная эмболия с упоминанием об
I26.9,Легочная эмболия без упоминания об
I48,Фибрилляция и трепетание предсердий
I50,Сердечная недостаточность
I25.5,Ишемическая кардиомиопатия
I42.0,Дилатационная кардиомиопатия
I51.4,Миокардит неуточненный
I60,Субарахноидальное кровоизлияние
I61,Внутримозговое кровоизлияние
I63,Инфаркт мозга
I80.2,Флебит и тромбофлебит других глубоких
I82.2,Эмболия и тромбоз полой вены
I82.8,Эмболия и тромбоз других уточненных вен
I82.9,Эмболия и тромбоз неуточненной вены
I83.0,Варикозное расширение вен нижних конечностей с язвой
I83.1,Варикозное расширение вен нижних конечностей с воспалением
I83,Варикозное расширение вен нижних
I83.9,Варикозное расширение вен нижних
I87.0,Постфлебитический синдром
J01,Острый синусит
J02,Острый фарингит
J03,Острый тонзиллит [ангина]
J04.0,Острый ларингит
J04.1,Острый трахеит
J04.2,Острый ларинготрахеит
J06,Острые инфекции верхних дыхательных путей множественной и неуточненной локализации
J06.0,Острый ларингофарингит
J06.8,Другие острые инфекции верхних дыхательных путей множественной локализации
J06.9,Острая инфекция верхних дыхательных путей неуточненная
J04,Острый ларингит и трахеит
J12.1,"Пневмония, вызванная респираторным"
J12.2,"Пневмония, вызванная вирусом парагриппа"
J12.8,Другая вирусная пневмония
J12.9,Вирусная пневмония неуточненная
J15.9,Бактериальная пневмония неуточненная
J18.0,Бронхопневмония неуточненная
J18.9,Пневмония неуточненная
J20,Острый бронхит
J21,Острый бронхиолит
J03.0,Стрептококковый тонзиллит
J03.8,"Острый тонзиллит, вызванный другими уточненными возбудителями"
J03.9,Острый тонзиллит неуточненный
J01.0,Острый верхнечелюстной синусит
J32.0,Хронический верхнечелюстной синусит
J10.1,"Грипп с другими респираторными проявлениями,"
J10.8,"Грипп с другими проявлениями, вирус гриппа"
J11.1,"Грипп с другими респираторными проявлениями,"
J11.8,"Грипп с другими проявлениями, вирус"
J10,"Грипп, вызванный идентифицированным вирусом гриппа"
J11,"Грипп, вирус не идентифицирован"
J15,"Бактериальная пневмония, не классифицированная в других рубриках"
J16,"Пневмония, вызванная другими инфекционными возбудителями, не классифицированная в других рубриках"
J18,Пневмония без уточнения возбудителя
J10.0,"Грипп с пневмонией, вирус гриппа идентифицирован"
J11.0,"Грипп с пневмонией, вирус не идентифицирован"
J13,"Пневмония, вызванная Streptococcus pneumoniae"
J14,"Пневмония, вызванная Haemophilus influenzae [палочкой Афанасьева-Пфейффера]"
J15.0,"Пневмония, вызванная Klebsiella pneumoniae"
J15.1,"Пневмония, вызванная Pseudomonas (синегнойной палочкой)"
J15.2,"Пневмония, вызванная стафилококком"
J15.3,"Пневмония, вызванная стрептококком группы B"
J15.4,"Пневмония, вызванная другими стрептококками"
J15.5,"Пневмония, вызванная Escherichia coli"
J15.6,"Пневмония, вызванная другими аэробными грамотрицательными бактериями"
J15.8,Другие бактериальные пневмонии
J16.8,"Пневмония, вызванная другими уточненными инфекционными возбудителями"
J18.1,Долевая пневмония неуточненная
J18.2,Гипостатическая пневмония неуточненная
J85.1,Абсцесс легкого с пневмонией
J18.8,"Другая пневмония, возбудитель не уточнен"
J32.2,Хронический этмоидальный синусит
J32.3,Хронический сфеноидальный синусит
J32.4,Хронический пансинусит
J32.8,Другие хронические синуситы
J32.9,Хронический синусит неуточненный
J33.0,Полип полости носа
J33.1,Полипозная дегенерация синуса
J33.8,Другие полипы синуса
J33.9,Полип носа неуточненный
J34.1,Киста или мукоцеле носового синуса
J36,Перитонзиллярный абсцесс
J47,Бронхоэктатическая болезнь [бронхоэктаз]
J67.0,Легкое фермера [сельскохозяйственного работника]
J67.2,Легкое птицевода
J67.4,Легкое работающего с солодом
J67.5,Легкое работающего с грибами
J67.6,Легкое сборщика коры клена
J67.7,Легкое контактирующего с кондиционером и увлажнителями воздуха
J67.8,"Гиперсенситивные пневмониты, вызванные другой органической пылью"
J67.9,"Гиперсенситивный пневмонит, вызванный неуточненной органической пылью"
J69.0,"Пневмонит, вызванный пищей и рвотными массами"
J69.1,"Пневмонит, вызванный вдыханием масел и эссенций"
J69.8,"Пневмонит, вызванный другими твердыми веществами и жидкостями"
J70.0,"Острые легочные проявления, вызванные радиацией"
J70.1,"Хронические и другие легочные проявления, вызванные радиацией"
J70.2,"Острые интерстициальные легочные нарушения, вызванные лекарственными средствами"
J70.3,"Хронические интерстициальные легочные нарушения, вызванные лекарственными средствами"
J70.4,"Легочные интерстициальные нарушения, вызванные лекарственными средствами, неуточненные"
J70.8,"Респираторные состояния, вызванные другими уточненными внешними агентами"
J70.9,"Респираторные состояния, вызванные неуточненными внешними агентами"
J84.0,Альвеолярные и парието-альвеолярные нарушения
J84.1,Другие интерстициальные легочные болезни с упоминанием о фиброзе
J84.8,Другие уточненные интерстициальные легочные болезни
J84.9,"Интерстициальная легочная болезнь, неуточненная"
J90,"Плевральный выпот, не классифицированный в других рубриках"
J91,"Плевральный выпот при состояниях, классифицированных в других рубриках"
J94.8,Другие уточненные плевральные состояния
J94.9,Плевральное поражение неуточненное
K21,Гастроэзофагеальный рефлюкс
K21.0,Гастроэзофагеальный рефлюкс с эзофагитом
K21.9,Гастроэзофагеальный рефлюкс без эзофагита
K29.0,Острый геморрагический гастрит
K29.1,Другие острые гастриты
K29.2,Алкогольный гастрит
K29.3,Хронический поверхностный гастрит
K29.4,Хронический атрофический гастрит
K29.5,Хронический гастрит неуточненный
K29.6,Другие гастриты
K29.7,Гастрит неуточненный
K29.8,Дуоденит
K29.9,Гастродуоденит неуточненный
K51.2,Язвенный (хронический) проктит
K51.3,Язвенный (хронический) ректосигмоидит
K58.0,Синдром раздраженного кишечника с диареей
K58.9,Синдром раздраженного кишечника без диареи
K73.2,"Хронический активный гепатит, не"
K76.0,"Жировая дегенерация печени, не"
K76.8,Другие уточненные болезни печени
K76.9,Болезнь печени неуточненная
K86.1,Другие хронические панкреатиты
K86.2,Киста поджелудочной железы
K86.3,Ложная киста поджелудочной железы
K86.8,Другие уточненные болезни поджелудочной железы
K86.9,Болезнь поджелудочной железы неуточненная
К25,Язва желудка
К26,Язва двенадцатиперстной кишки
L02.0,"Абсцесс кожи, фурункул и карбункул лица"
L02.1,"Абсцесс кожи, фурункул и карбункул шеи"
L02.2,"Абсцесс кожи, фурункул и карбункул туловища"
L02.3,"Абсцесс кожи, фурункул и карбункул ягодицы"
L02.4,"Абсцесс кожи, фурункул и карбункул"
L02.8,"Абсцесс кожи, фурункул и карбункул других"
L02.9,"Абсцесс кожи, фурункул и карбункул"
L12.0,Буллезный пемфигоид
L13.0,Дерматит герпетиформный
L20,Атопический дерматит
L26,Эксфолиативный дерматит
L63.0,Алопеция тотальная
L63.1,Алопеция универсальная
L63.2,Гнездная плешивость (лентовидная форма)
L80,Витилиго
L93.0,Дискоидная красная волчанка
L94.0,Локализованная склеродермия [morphea]
L94.1,Линейная склеродермия
M45,Анкилозирующий спондилит
M46.8,Другие уточненные воспалительные спондилопатии
M46.9,Воспалительные спондилопатии неуточненные
M07,Псориатические и энтеропатические артропатии
M09,"Юношеский [ювенильный] артрит при болезнях, классифицированных в других рубриках"
M30,Узелковый полиартериит и родственные
M31,Другие некротизирующие васкулопатии
M35,Другие системные поражения соединительной
A03,. 18.001
M33,Дерматополимиозит
Q76.3,"Врожденный сколиоз, вызванный пороком развития кости"
M41.1,Юношеский идиопатический сколиоз
M41.2,Другие идиопатические сколиозы
M41.3,Торакогенный сколиоз
M41.4,Нервно-мышечный сколиоз
M41.5,Прочие вторичные сколиозы
M43.1,Спондилолистез
M48.0,Спинальный стеноз
M50,Поражение межпозвоночных дисков шейного отдела
M51,Поражение межпозвоночных дисков других отделов
Q76.4,"Другие врожденные аномалии позвоночника, не связанные со сколиозом"
T91.1,Последствие перелома позвоночника
M54.1,Радикулопатия
M51.1,Поражения межпозвоночных дисков
M47.2,Другие спондилезы с радикулопатией
N03,Хронический нефритический синдром
Q87.8,Другие уточненные синдромы
N04,Нефротический синдром
N04.0,Незначительные гломерулярные нарушения
N04.1,Очаговые и сегментарные гломерулярные
N04.2,Диффузный мембранозный гломерулонефрит
N04.3,Диффузный мезангиальный пролиферативный
N04.4,Диффузный эндокапиллярный пролиферативный
N04.5,Диффузный мезангиокапиллярный гломерулонефрит
N04.8,Другие изменения
N04.9,Неуточненное изменение
N19,Почечная недостаточность неуточненная
N25.0,Почечная остеодистрофия
N25.8,"Другие нарушения, обусловленные дисфункцией почечных канальцев"
N25.9,"Нарушение, возникшее в результате дисфункции почечных канальцев, неуточненное"
N41.0,Острый простатит
N45,Орхит и эпидидимит
N48.1,Баланопостит
N48.6,Баланит
N48.5,Язва полового члена
N48.2,Другие воспалительные болезни полового члена
N48.0,Лейкоплакия полового члена
N47,"Избыточная крайняя плоть, фимоз и парафимоз"
N76.0,Острый вагинит
N76.1,Подострый и хронический вагинит
N76.2,Острый вульвит
N76.3,Подострый и хронический вульвит
N77.1,"Вагинит, вульвит и вульвовагинит при инфекционных и паразитарных болезнях, классифицированных в других рубриках"
N72,Воспалительные болезни шейки матки
N84.1,Полип шейки матки
N86,Эрозия и эктропион шейки матки
N87.0,Слабовыраженная дисплазия шейки матки
N87.1,Умеренная дисплазия шейки матки
N87.2,Резко выраженная дисплазия шейки
N87.9,Дисплазия шейки матки неуточненная
N88.0,Лейкоплакия шейки матки
N88.1,Старый разрыв шейки матки
N88.2,Стриктура и стеноз шейки матки
N88.3,Недостаточность шейки матки
N88.4,Гипертрофическое удлинение шейки матки
N88.8,Другие уточненные
N88.9,Невоспалительная болезнь шейки матки
N81.1,Цистоцеле
N81.2,Неполное выпадение матки и влагалища
N81.3,Полное выпадение матки и влагалища
N81.4,Выпадение матки и влагалища неуточненное
N81.5,Энтероцеле влагалища
N81.6,Ректоцеле
N81.8,Другие формы выпадения женских половых органов
N81.9,Выпадение женских половых органов неуточненное
N99.3,Выпадение свода влагалища после экстирпации матки
N92.0,Обильные и частые менструации при регулярном цикле
N92.1,Обильные и частые менструации при нерегулярном цикле
N92.3,Овуляторные кровотечения
N92.4,Обильные кровотечения в предменопаузном периоде
N92.5,Другие уточненные формы нерегулярных менструаций
N92.6,Нерегулярные менструации неуточненные
N93.8,Другие уточненные аномальные кровотечения из матки и влагалища
N93.9,Аномальное маточное и влагалищное кровотечение неуточненное
N95.0,Постменопаузные кровотечения
N85.0,Железистая гиперплазия эндометрия
N80.0,Эндометриоз матки
N71.1,Хроническая воспалительная болезнь матки
N71.9,Воспалительная болезнь матки неуточненная
N94.5,Вторичная дисменорея
N94.6,Дисменорея неуточненная
N94.4,Первичная дисменорея
N20,Камни почки и мочеточника
O00.8,Другие формы внематочной беременности
O00.9,Внематочная беременность неуточненная
O03.9,Полный или неуточненный аборт без осложнений
O05,Другие виды аборта
O05.4,Неполный аборт без осложнений
O05.9,Полный или неуточненный аборт без осложнений
O06,Аборт неуточненный
O06.4,Неполный аборт без осложнений
O06.9,Полный или неуточненный аборт без осложнений
O21.2,Поздняя рвота беременных
O21.8,"Другие формы рвоты, осложняющей"
O21.9,Рвота беременных неуточненная
O11,Существовавшая ранее гипертензия с присоединившейся протеинурией
O12.1,Вызванная беременностью протеинурия
O12.2,Вызванные беременностью отеки с протеинурией
O13,Вызванная беременностью гипертензия без значительной протеинурии
O14.0,Преэклампсия [нефропатия] средней тяжести
O14.1,Тяжелая преэклампсия
O14.9,Преэклампсия [нефропатия] неуточненная
O15.0,Эклампсия во время беременности
O15.1,Эклампсия в родах
O15.2,Эклампсия в послеродовом периоде
O15.9,Эклампсия неуточненная по срокам
O36.3,"Признаки внутриутробной гипоксии плода, требующие предоставления медицинской помощи матери"
O36.4,"Внутриутробная гибель плода, требующая предоставления медицинской помощи матери"
O36.5,"Недостаточный рост плода, требующий предоставления медицинской помощи матери"
O36.6,"Избыточный рост плода, требующий предоставления медицинской помощи матери"
O36.8,"Другие уточненные отклонения в состоянии плода, требующие предоставления медицинской помощи матери"
O36.9,"Отклонения в состоянии плода, требующие предоставления медицинской помощи матери, неуточненные"
O43.0,Синдромы плацентарной трансфузии
O43.1,Аномалия плаценты
O43.8,Другие плацентарные нарушения
O43.9,Плацентарное нарушение неуточненное
O68.0,"Роды, осложнившиеся изменениями частоты сердечных сокращений плода"
O68.1,"Роды, осложнившиеся выходом мекония в амниотическую жидкость"
O68.2,"Роды, осложнившиеся изменениями частоты сердечных сокращений плода с выходом мекония в амниотическую жидкость"
O68.3,"Роды, осложнившиеся появлением биохимических признаков стресса плода"
O68.8,"Роды, осложнившиеся появлением других признаков стресса плода"
O68.9,"Роды, осложнившиеся стрессом плода неуточненным"
P02,"Поражения плода и новорожденного, обусловленные осложнениями со стороны плаценты, пуповины и плодных оболочек"
P05,Замедленный рост и недостаточность питания плода
P20.0,"Внутриутробная гипоксия, впервые отмеченная до начала родов"
P20.9,Внутриутробная гипоксия неуточненная
O42.1,Преждевременный разрыв плодных
O42.2,Преждевременный разрыв плодных
O42.9,Преждевременный разрыв плодных
O60,Преждевременные роды
O45.8,Другая преждевременная отслойка плаценты
O45.9,Преждевременная отслойка плаценты
O47.0,Ложные схватки в период до 37 полных недель беременности
O47.1,Ложные схватки начиная с 37 полных недель беременности
O47.9,Ложные схватки неуточненные
O61.0,Неудачная попытка стимуляции родов медикаментозными средствами
O61.1,Неудачная попытка стимуляции родов инструментальными методами
O61.8,Другие виды неудачной попытки стимуляции родов
O61.9,Неудачная попытка стимуляции родов неуточненная
O62.0,Первичная слабость родовой деятельности
O62.1,Вторичная слабость родовой деятельности
O62.2,Другие виды слабости родовой деятельности
O62.3,Стремительные роды
O62.4,"Гипертонические, некоординированные и затянувшиеся сокращения матки"
O62.8,Другие нарушения родовой деятельности
O62.9,Нарушение родовой деятельности неуточненное
O63.0,Затянувшийся первый период родов
O63.1,Затянувшийся второй период родов
O63.2,"Задержка рождения второго плода из двойни, тройни и т.д."
O63.9,Затяжные роды неуточненные
O75.5,Задержка родов после искусственного разрыва плодных оболочек
O75.6,Задержка родов после самопроизвольного или неуточненного разрыва плодных оболочек
O71.9,Акушерская травма неуточненная
O82.1,Проведение срочного кесарева сечения
O82.2,Проведение кесарева сечения с гистерэктомией
O82.8,Другие одноплодные роды путем кесарева сечения
O82.9,Роды путем кесарева сечения неуточненного
O84.2,"Роды многоплодные, полностью путем кесарева сечения"
O84.8,Другое родоразрешение при многоплодных родах
O84.9,Роды многоплодные неуточненные
P10.0,Субдуральное кровоизлияние при родовой травме
P10.1,Кровоизлияние в мозг при родовой травме
P10.2,Кровоизлияние в желудочек мозга при родовой травме
P10.3,Субарахноидальное кровоизлияние при родовой травме
P10.4,Разрыв мозжечкового намета при родовой травме
P10.8,Другие внутричерепные разрывы и кровоизлияния при родовой травме
P10.9,Внутричерепные разрывы и кровоизлияния при родовой травме неуточненные
P11.1,Другие уточненные поражения мозга при родовой травме
P21.0,Тяжелая асфиксия при рождении
P52.1,Внутрижелудочковое кровоизлияние (нетравматическое) 2-ой степени у плода и новорожденного
P52.2,Внутрижелудочковое кровоизлияние (нетравматическое) 3-ей степени у плода и новорожденного
P52.3,Неуточненное внутрижелудочковое (нетравматическое) кровоизлияние у плода и новорожденного
P52.4,Кровоизлияние в мозг (нетравматическое) у плода и новорожденного
P52.5,Субарахноидальное (нетравматическое) кровоизлияние у плода и новорожденного
P52.6,Кровоизлияние в мозжечок и заднюю черепную ямку (нетравматическое) у плода и новорожденного
P52.8,Другие внутричерепные (нетравматические) кровоизлияния у плода и новорожденного
P52.9,Внутричерепное (нетравматическое) кровоизлияние у плода и новорожденного неуточненное
P90,Судороги новорожденного
P91.0,Ишемия мозга
P91.2,Церебральная лейкомаляция у новорожденного
P91.5,Неонатальная кома
P27.0,Синдром Вильсона-Микити
P27.1,"Бронхолегочная дисплазия, возникшая в перинатальном периоде"
P27.8,"Другие хронические болезни органов дыхания, возникшие в перинатальном периоде"
P27.9,"Неуточненные хронические болезни органов дыхания, возникшие в перинатальном периоде"
Q01,Энцефалоцеле
Q01.1,Носолобное энцефалоцеле
Q03,Врожденная гидроцефалия
Q03.0,Врожденный порок сильвиева водопровода
Q03.1,Атрезия отверстий Мажанди и Лушки
Q03.8,Другая врожденная гидроцефалия
Q05,Spina bifida [неполное закрытие позвоночного канала]
Q05.0,Spina bifida в шейном отделе с гидроцефалией
Q07,Другие врожденные аномалии (пороки развития) спинного мозга
Q07.0,Синдром Арнольда-Киари
Q76,Врожденные аномалии (пороки развития) позвоночника и полостей грудной клетки
Q76.0,Spina bifida occulta
Q14.0,Врожденная аномалия стекловидного тела
Q14.1,Врожденная аномалия сетчатки
Q14.3,Врожденная аномалия сосудистой оболочки глаза
Q14.2,Врожденная аномалия диска зрительного нерва
Q14.9,Врожденная аномалия заднего сегмента глаза неуточненная
Q21.0,Дефект межжелудочковой перегородки
Q21.1,Дефект предсердной перегородки
Q21.2,Дефект предсердно-желудочковой перегородки
Q21.4,Дефект перегородки между аортой и легочной артерией
Q21.8,Другие врожденные аномалии сердечной перегородки
Q23.0,Врожденный стеноз аортального клапана
Q25.6,Стеноз легочной артерии
Q25.7,Другие врожденные аномалии легочной артерии
Q80.0,Ихтиоз простой
R33,Задержка мочи
T16,Инородное тело в ухе
S14,Травма нервов и спинного мозга на уровне
S22,"Перелом ребра (ребер), грудины и грудного"
S24,Травма нервов и спинного мозга в грудном
S32,Перелом пояснично-крестцового отдела
S33,"Вывих, растяжение и перенапряжение"
S34,Травма нервов и поясничного отдела
T08,Перелом позвоночника на неуточненном
S22.0,Перелом грудного позвонка
S22.1,Множественные переломы грудного отдела позвоночника
S23.0,Травматический разрыв межпозвоночного диска в грудном отделе
S23.1,Вывих грудного позвонка
S23.2,Вывих другого и неуточненного отдела грудной клетки
S32.0,Перелом поясничного позвонка
S32.1,Перелом крестца
S32.2,Перелом копчика
S33.0,Травматический разрыв межпозвоночного диска в пояснично-крестцовом отделе
S33.1,Вывих поясничного позвонка
S33.2,Вывих крестцово-подвздошного сустава и крестцово-копчикового соединения
S33.3,Вывих другой и неуточненной части пояснично-крестцового отдела позвоночника и таза
S32.7,Множественные переломы пояснично-крестцового отдела позвоночника и костей таза
S32.8,Переломы других и неуточненных частей пояснично-крестцового отдела позвоночника и костей таза
S41.0,Открытая рана плечевого пояса
S41.1,Открытая рана плеча
S41.8,Открытая рана другой и неуточненной части плечевого пояса
S51.0,Открытая рана локтя
S51.7,Множественные открытые раны предплечья
S51.8,Открытая рана других частей предплечья
S51.9,Открытая рана неуточненной части
S61.0,Открытая рана пальца(ев) кисти без повреждения ногтевой пластинки
S61.7,Множественные открытые раны запястья и кисти
S61.8,Открытая рана других частей запястья и кисти
S61.9,Открытая рана неуточненной части запястья и кисти
S71.0,Открытая рана области тазобедренного сустава
S71.1,Открытая рана бедра
S71.7,Множественные открытые раны области тазобедренного сустава и бедра
S71.8,Открытая рана другой и неуточненной части тазового пояса
S81.8,Открытая рана других частей голени
S81.9,Открытая рана голени неуточненной
T78.4,Аллергия неуточненная
T78.8,"Другие неблагоприятные реакции, не"
T88.7,Патологическая реакция на лекарственное
T26,"Термические и химические ожоги, ограниченные областью глаза и его придаточного аппарата"
Z31.1,Искусственное оплодотворение
Z52.3,Донор костного мозга
